,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,-3736923866.273651,2541746.757020961,2541746.757020961,2541746.757020961,2548760.9777569026,7625.975016146898,131.2144785206669,3.012,0.01,-3739472627.251408,0.9086172580718994,0.4296271800994873,0.020283222198486328,0.007949113845825195,-0.02238917350769043,2924
1,1,0,-104705832.30270188,2541746.757020961,2541746.757020961,2541746.757020961,2549003.172848379,6265.205450001173,134.31455109290997,3.012,0.01,-107254835.47555025,0.9354910850524902,0.42850160598754883,0.02088141441345215,0.007945537567138672,-0.022487163543701172,2926
2,2,0,-9666209.142423041,2541746.757020961,2541746.757020961,2541746.757020961,2549392.7826240673,4661.142393799033,137.05254537992982,3.012,0.01,-12215601.925047109,0.9491043090820312,0.4292597770690918,0.02122783660888672,0.00789189338684082,-0.022229671478271484,2927
3,3,0,174365.26102017192,2541746.757020961,2541746.757020961,2541746.757020961,2549381.4770673527,4643.3006637934595,136.92915522619094,3.012,0.01,-2375016.216047181,0.9515118598937988,0.4325900077819824,0.020350217819213867,0.007959842681884766,-0.02328038215637207,2929
4,4,0,1866066.6285517593,2541746.757020961,2541746.757020961,2541746.757020961,2549375.330065536,4574.2816566340625,136.7071879074549,3.012,0.01,-683308.7015137766,0.943993091583252,0.42832422256469727,0.020848751068115234,0.00801539421081543,-0.022450923919677734,2932
5,5,0,2377062.6407341636,2541746.757020961,2541746.757020961,2541746.757020961,2549371.402994446,4569.55068536615,136.68787547309893,3.1626000000000003,0.01,-172308.76226028262,0.9450135231018066,0.4269392490386963,0.020895719528198242,0.007887840270996094,-0.02215290069580078,2935
6,6,0,2494962.458748617,2541746.757020961,2541746.757020961,2541746.757020961,2549095.9681517603,4419.202594683506,137.16771288107103,3.1626000000000003,0.01,-54133.509403142845,0.9427738189697266,0.42585062980651855,0.020410776138305664,0.007877111434936523,-0.022384166717529297,2937
7,7,0,2531941.19530216,2541746.757020961,2541746.757020961,2541746.757020961,2549097.9388165483,4417.221639684867,137.1976117405953,3.1626000000000003,0.01,-17156.743514388425,0.9571592807769775,0.428436279296875,0.021353960037231445,0.008118867874145508,-0.022363662719726562,2941
8,8,1,2542231.893198981,2542231.893198981,2542231.893198981,2542231.8931936403,2549098.541237229,4415.167320134584,137.20490993969855,3.1626000000000003,0.01,-6866.64803824792,0.9482367038726807,0.4285306930541992,0.021019697189331055,0.008043050765991211,-0.0229184627532959,2946
9,9,2,2546569.8797122906,2546569.8797122906,2546569.8797122906,2546569.879707187,2553769.7397984667,9376.95893917745,119.00701953292756,3.00447,0.01,-7199.860086176168,0.9613254070281982,0.44039416313171387,0.021675586700439453,0.00843358039855957,-0.022378206253051758,2952
10,10,3,2551428.650811281,2551428.650811281,2551428.650811281,2551428.6508042053,2557632.667854396,9101.25304424297,106.90320867236682,2.8542465,0.01,-6204.017043115029,0.9859881401062012,0.4483654499053955,0.02283620834350586,0.008212566375732422,-0.02255082130432129,2959
11,11,4,2555621.385910895,2555621.385910895,2555621.385910895,2555621.3859038944,2561346.8281420507,7971.818490254693,102.88645755237943,2.7115341749999997,0.01,-5725.4422311553435,0.9752168655395508,0.4347834587097168,0.021533966064453125,0.008246421813964844,-0.02265143394470215,2968
12,12,5,2559382.4981341525,2559382.4981341525,2559382.4981341525,2559382.4981249347,2565012.0625922475,7406.3240828616545,99.35148972412824,2.5759574662499998,0.01,-5629.56445809478,0.9592523574829102,0.43790578842163086,0.021637916564941406,0.00838160514831543,-0.022624492645263672,2979
13,13,6,2562417.9599406705,2562417.9599406705,2562417.9599406705,2562417.959929111,2568455.024877356,6769.960400238633,91.45480996460633,2.4471595929374996,0.01,-6037.064936685405,0.9820706844329834,0.43820905685424805,0.02966022491455078,0.008437633514404297,-0.022714853286743164,1335
14,14,7,2565382.227936762,2565382.227936762,2565382.227936762,2565382.2279247087,2571431.363265768,6311.92506428808,85.15836890454992,2.3248016132906244,0.01,-6049.135329006344,0.9003734588623047,0.43564558029174805,0.02294158935546875,0.006716728210449219,-0.012664318084716797,1363
15,15,8,2567313.1668489412,2567313.1668489412,2567313.1668489412,2567313.1668353216,2574421.413400996,6223.035604669247,84.42546641204325,2.4349390897202676,0.01,-7108.246552054722,0.8564088344573975,0.43652772903442383,0.14168858528137207,0.006819725036621094,-0.012914657592773438,1592
16,16,8,-140058579.2944176,2567313.1668489412,2567313.1668489412,2567313.1668353216,2577001.1252560643,6512.036190828774,79.57802663430256,2.4349390897202676,0.01,-142635580.41967365,0.9020168781280518,0.4357929229736328,0.02147197723388672,0.007369041442871094,-0.014294624328613281,1593
17,17,8,-6081839.083022503,2567313.1668489412,2567313.1668489412,2567313.1668353216,2576883.326705847,6266.408926558215,79.17509351648317,2.4349390897202676,0.01,-8658722.40972835,0.8976650238037109,0.4355590343475342,0.021291017532348633,0.007185935974121094,-0.014531612396240234,1594
18,18,8,-290965.54746794654,2567313.1668489412,2567313.1668489412,2567313.1668353216,2576642.64096801,5849.891513817012,80.41605394935463,2.4349390897202676,0.01,-2867608.1884359564,0.8872740268707275,0.43605923652648926,0.021465301513671875,0.007254838943481445,-0.014479398727416992,1595
19,19,8,1704807.5576570453,2567313.1668489412,2567313.1668489412,2567313.1668353216,2576455.4449447743,5593.712509768084,82.36640992703919,2.4349390897202676,0.01,-871647.887287729,0.8793642520904541,0.43587517738342285,0.022289037704467773,0.007349967956542969,-0.014437198638916016,1596
20,20,8,2305284.3118862063,2567313.1668489412,2567313.1668489412,2567313.1668353216,2576311.319198415,5420.223276832607,83.75704357268445,2.4349390897202676,0.01,-271027.00731220894,0.8789560794830322,0.43758058547973633,0.02149176597595215,0.0073435306549072266,-0.01490640640258789,1598
