,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,-765060942.9361081,435581.74057162716,435581.74057162716,435581.74057152955,439591.7040473085,2232.1017504812335,86.27817379136546,2.312,0.01,-765500534.6401554,0.7134134769439697,0.3784346580505371,0.05373430252075195,0.007364034652709961,-0.04436683654785156,2237
1,1,0,-5903752.268273647,435581.74057162716,435581.74057162716,435581.74057152955,436473.5555909155,665.1282529817545,35.01813791102861,2.312,0.01,-6340225.823864562,3.0910556316375732,0.3735775947570801,0.05091118812561035,0.006700992584228516,-0.02065896987915039,2253
2,2,0,-1655356.5674328874,435581.74057162716,435581.74057162716,435581.74057152955,436407.06316180376,639.4600608022301,34.41685023210506,2.312,0.01,-2091763.630594691,0.7186806201934814,0.38214993476867676,0.051793813705444336,0.006587505340576172,-0.02054572105407715,2295
3,3,0,-505333.6689923178,435581.74057162716,435581.74057162716,435581.74057152955,436326.05470100715,633.824425058323,34.141273297897506,2.312,0.01,-941659.723693325,0.720374584197998,0.3737180233001709,0.05339765548706055,0.0068359375,-0.020727157592773438,2361
4,4,0,-11532.110072651238,435581.74057162716,435581.74057162716,435581.74057152955,436135.9508761284,565.1207239307696,32.84069535152232,2.312,0.01,-447668.06094877963,0.7383921146392822,0.373929500579834,0.054338693618774414,0.007123708724975586,-0.021031618118286133,2451
5,5,0,228889.98248584737,435581.74057162716,435581.74057162716,435581.74057152955,435968.55778774165,540.9632733036415,32.297995443912704,2.4276,0.01,-207078.57530189428,0.7645230293273926,0.37494993209838867,0.055822134017944336,0.007277727127075195,-0.022179365158081055,2562
6,6,0,234506.65435466557,435581.74057162716,435581.74057162716,435581.74057152955,435902.94885218807,366.71282243850874,30.01768386118813,2.4276,0.01,-201396.2944975225,3.537829875946045,0.37334752082824707,0.05090475082397461,0.007708311080932617,-0.023340702056884766,2616
7,7,0,337804.02354665135,435581.74057162716,435581.74057162716,435581.74057152955,435879.0885612847,353.7164240599959,29.598356773438848,2.4276,0.01,-98075.06501463336,0.8083305358886719,0.3713247776031494,0.052427053451538086,0.00912022590637207,-0.024583816528320312,2727
8,8,0,383870.047001943,435581.74057162716,435581.74057162716,435581.74057152955,435864.008621917,242.71904084010748,17.13393324491427,2.4276,0.01,-51993.961619974005,1.489957571029663,0.37142348289489746,0.051798105239868164,0.008753776550292969,-0.024700641632080078,2848
9,9,0,405513.6688291447,435581.74057162716,435581.74057162716,435581.74057152955,435835.8694127841,215.13144408602966,16.015351632278634,2.4276,0.01,-30322.20058363943,3.6989645957946777,0.37109375,0.053175926208496094,0.009142398834228516,-0.025310277938842773,2971
