,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,518192.39770760294,1230664.7345773499,1230664.7345773499,1230664.7345773499,1239626.2422974573,5398.725709009916,109.08363340526832,1.354,0.01,-721433.8445898544,0.4364302158355713,0.22592782974243164,0.009221792221069336,0.004619598388671875,-0.010116338729858398,1291
1,1,0,944118.7823757932,1230664.7345773499,1230664.7345773499,1230664.7345773499,1233594.1267855885,1980.1996273319237,43.60267484198005,1.354,0.01,-289475.3444097952,2.010817050933838,0.2238631248474121,0.009710073471069336,0.003856182098388672,-0.009886980056762695,1295
2,2,0,1157361.3164443697,1230664.7345773499,1230664.7345773499,1230664.7345773499,1233238.8275576904,1754.214771255618,41.510858595074524,1.354,0.01,-75877.51111332067,0.4397413730621338,0.22656702995300293,0.009537458419799805,0.0038993358612060547,-0.009946584701538086,1298
3,3,0,1210058.81309513,1230664.7345773499,1230664.7345773499,1230664.7345773499,1233018.870446833,1647.6177569441497,41.01461304677951,1.354,0.01,-22960.05735170301,0.4437565803527832,0.2263474464416504,0.009534358978271484,0.0038650035858154297,-0.009973526000976562,1304
4,4,0,1223467.1034494294,1230664.7345773499,1230664.7345773499,1230664.7345773499,1232780.3215529677,1496.2441904961597,36.063028349515434,1.354,0.01,-9313.21810353827,0.44611406326293945,0.22610783576965332,0.009674787521362305,0.003973960876464844,-0.010097026824951172,1312
5,5,0,1227694.2446602546,1230664.7345773499,1230664.7345773499,1230664.7345773499,1232747.3585160796,1480.3132773092948,35.65457632962819,1.4217000000000002,0.01,-5053.113855825074,0.4645974636077881,0.22719430923461914,0.010389566421508789,0.003965854644775391,-0.01002645492553711,1329
6,6,0,1227146.1835852626,1230664.7345773499,1230664.7345773499,1230664.7345773499,1232573.1112500506,1380.778939495096,31.523223916719132,1.4217000000000002,0.01,-5426.927664787914,0.8532962799072266,0.22630786895751953,0.009416341781616211,0.004019021987915039,-0.010206937789916992,1331
7,7,0,1230171.564883872,1230664.7345773499,1230664.7345773499,1230664.7345773499,1232565.120672079,1383.4544207432773,31.417897650086918,1.4217000000000002,0.01,-2393.55578820699,0.446030855178833,0.22684764862060547,0.010033130645751953,0.004153728485107422,-0.01021122932434082,1347
8,8,0,1230622.417647235,1230664.7345773499,1230664.7345773499,1230664.7345773499,1232381.9636232979,1363.9647126940545,30.55298973939544,1.4217000000000002,0.01,-1759.5459760626686,0.4545860290527344,0.22692513465881348,0.010233402252197266,0.0040934085845947266,-0.01030278205871582,1371
9,9,1,1230873.2092347518,1230873.2092347518,1230873.2092347518,1230873.209233958,1232295.5215036457,1255.7797023698222,29.967209051947375,1.4217000000000002,0.01,-1422.3122688938404,0.4527623653411865,0.22672247886657715,0.010586023330688477,0.004193782806396484,-0.010477304458618164,1393
10,10,1,1228360.7757016062,1230873.2092347518,1230873.2092347518,1230873.209233958,1231980.314456806,1715.7866693099495,27.406310561834818,1.4217000000000002,0.01,-3619.538755199946,0.4541311264038086,0.22617626190185547,0.010972023010253906,0.004212856292724609,-0.010719776153564453,1436
11,11,2,1231193.8818269602,1231193.8818269602,1231193.8818269602,1231193.8818260867,1232778.2924202813,1387.8394908155315,13.825906220863173,1.3506150000000001,0.01,-1584.4105933210171,2.183445930480957,0.22649025917053223,0.01056528091430664,0.004530906677246094,-0.011013031005859375,1459
12,12,2,1231150.441916933,1231193.8818269602,1231193.8818269602,1231193.8818260867,1233021.1558540247,1135.0978718276601,11.226122746139495,1.3506150000000001,0.01,-1870.713937091552,0.4664623737335205,0.22688078880310059,0.010402679443359375,0.00466156005859375,-0.011261224746704102,1491
13,13,2,1230776.0676286723,1231193.8818269602,1231193.8818269602,1231193.8818260867,1233012.2196604395,1132.6512350484263,10.985006811995282,1.3506150000000001,0.01,-2236.152031767187,0.4597930908203125,0.22668886184692383,0.009550094604492188,0.004647016525268555,-0.011494874954223633,1493
14,14,2,1230969.812614269,1231193.8818269602,1231193.8818269602,1231193.8818260867,1233005.2638943268,1126.8285184430424,10.786110142254648,1.3506150000000001,0.01,-2035.4512800577786,0.4562857151031494,0.22702479362487793,0.00953221321105957,0.004781246185302734,-0.011459589004516602,1496
15,15,3,1231464.8986910447,1231464.8986910447,1231464.8986910447,1231464.8986899361,1232999.5685292706,1121.492984422017,10.611502633432622,1.3506150000000001,0.01,-1534.6698382258394,0.464672327041626,0.22709894180297852,0.012240409851074219,0.004851341247558594,-0.011476993560791016,1553
16,16,3,1219608.1748626146,1231464.8986910447,1231464.8986910447,1231464.8986899361,1233124.8619011277,921.233774865279,10.090503246018143,1.3506150000000001,0.01,-13516.68703851322,0.4738485813140869,0.2208237648010254,0.009449243545532227,0.0050318241119384766,-0.01172637939453125,1554
17,17,3,1231078.829938553,1231464.8986910447,1231464.8986910447,1231464.8986899361,1233122.2890272767,910.2322945101187,9.75471877119384,1.3506150000000001,0.01,-2043.459088723674,0.4760417938232422,0.22641921043395996,0.009767770767211914,0.005112171173095703,-0.011960268020629883,1560
18,18,3,1231273.3461483591,1231464.8986910447,1231464.8986910447,1231464.8986899361,1233116.125774754,897.7570086575579,9.391659412418356,1.3506150000000001,0.01,-1842.779626394783,0.4680793285369873,0.22643351554870605,0.010120630264282227,0.00512242317199707,-0.012025833129882812,1580
19,19,4,1231503.0980730143,1231503.0980730143,1231503.0980730143,1231503.09807221,1233093.1774024083,885.5324314462487,8.964300236213989,1.3506150000000001,0.01,-1590.0793293940692,0.47127223014831543,0.22664785385131836,0.011847257614135742,0.005167245864868164,-0.012068986892700195,1648
20,20,4,1231498.6231381851,1231503.0980730143,1231503.0980730143,1231503.09807221,1233203.6044227574,888.1188210074324,8.351261706945152,1.3506150000000001,0.01,-1704.9812845721851,0.48385047912597656,0.22766637802124023,0.01183319091796875,0.005452871322631836,-0.012659311294555664,1727
21,21,5,1231552.8960833126,1231552.8960833126,1231552.8960833126,1231552.8960823333,1233177.3392748835,868.985005652532,7.893135225809338,1.2830842500000001,0.01,-1624.443191570919,0.49112844467163086,0.2265770435333252,0.01187753677368164,0.005838632583618164,-0.013111114501953125,1792
