,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,-66904.0852941103,105390.59469787609,105390.59469787609,105390.59469786371,108195.78838320603,1920.9752707452863,24.69705593271325,0.162,0.01,-175099.87367731633,0.056055545806884766,0.020510196685791016,0.0010271072387695312,0.0014598369598388672,-0.0021708011627197266,143
1,1,0,45232.78771952776,105390.59469787609,105390.59469787609,105390.59469786371,104445.5390083496,387.34791974742257,11.110756119706272,0.162,0.01,-59212.75128882184,0.2575564384460449,0.020408153533935547,0.0010759830474853516,0.0014066696166992188,-0.0020627975463867188,145
2,2,0,83836.2879310346,105390.59469787609,105390.59469787609,105390.59469786371,104419.98164517591,384.9572472893924,11.080341516517798,0.162,0.01,-20583.6937141413,0.05527210235595703,0.020483732223510742,0.0011777877807617188,0.0013909339904785156,-0.0020618438720703125,149
3,3,0,96845.06112616236,105390.59469787609,105390.59469787609,105390.59469786371,104764.8165372349,274.35980561080214,9.394336812663157,0.162,0.01,-7919.7554110725505,0.057471513748168945,0.020508289337158203,0.0014393329620361328,0.0014271736145019531,-0.002109050750732422,162
4,4,0,101001.87559884298,105390.59469787609,105390.59469787609,105390.59469786371,105298.19358626528,110.91276067169383,5.937571755587399,0.162,0.01,-4296.3179874223015,0.0582733154296875,0.020460844039916992,0.0017650127410888672,0.0014941692352294922,-0.002199888229370117,181
5,5,0,103818.0916208183,105390.59469787609,105390.59469787609,105390.59469786371,105395.9728880625,34.41004782165692,3.325078244159515,0.1701,0.01,-1577.8812672442036,0.11701536178588867,0.020519733428955078,0.002048969268798828,0.001619100570678711,-0.002349853515625,202
6,6,0,104569.47332923472,105390.59469787609,105390.59469787609,105390.59469786371,105423.07084668949,14.844134972125175,2.163279131826559,0.1701,0.01,-853.597517454765,0.06492900848388672,0.020446300506591797,0.0016748905181884766,0.0017366409301757812,-0.002534151077270508,222
7,7,0,104892.70125237739,105390.59469787609,105390.59469787609,105390.59469786371,105421.14759961095,6.924369755302905,1.4131862657694196,0.1701,0.01,-528.4463472335568,0.12610960006713867,0.020442485809326172,0.0018696784973144531,0.0017743110656738281,-0.0026857852935791016,245
8,8,0,105046.84218192508,105390.59469787609,105390.59469787609,105390.59469786371,105404.36304054427,3.671292373444885,0.977914609548444,0.1701,0.01,-357.5208586191893,0.3156147003173828,0.020557165145874023,0.0016651153564453125,0.0019922256469726562,-0.002864360809326172,262
9,9,0,105206.59705670217,105390.59469787609,105390.59469787609,105390.59469786371,105404.95197818466,3.0749607925245073,0.8527231872970552,0.1701,0.01,-198.35492148248812,0.0686349868774414,0.020477294921875,0.0018846988677978516,0.002119779586791992,-0.0030052661895751953,285
10,10,0,105281.72194149777,105390.59469787609,105390.59469787609,105390.59469786371,105395.93323042663,1.0270480154431425,0.5720140764992315,0.178605,0.01,-114.21128892884816,0.3275477886199951,0.02036142349243164,0.0028717517852783203,0.0023097991943359375,-0.003180980682373047,328
11,11,0,105333.2977143272,105390.59469787609,105390.59469787609,105390.59469786371,105396.4922407933,0.8044727094238624,0.38689724858999136,0.178605,0.01,-63.194526466103106,0.299405574798584,0.020433902740478516,0.0022215843200683594,0.0026476383209228516,-0.0035512447357177734,361
12,12,0,105360.5713469373,105390.59469787609,105390.59469787609,105390.59469786371,105392.458003095,0.7194031446997542,0.2718917827806911,0.178605,0.01,-31.886656157706955,0.3863027095794678,0.0204622745513916,0.0021941661834716797,0.002925395965576172,-0.003832101821899414,391
13,13,0,105371.88140498575,105390.59469787609,105390.59469787609,105390.59469786371,105391.42548646689,0.5265423931123223,0.19523667422410015,0.178605,0.01,-19.54408148113775,0.40972018241882324,0.02055978775024414,0.002328634262084961,0.0031189918518066406,-0.0041255950927734375,421
14,14,0,105381.46046940402,105390.59469787609,105390.59469787609,105390.59469786371,105391.21657214653,0.43734527492779307,0.1517795197604123,0.178605,0.01,-9.756102742513264,0.4331510066986084,0.020871877670288086,0.0025255680084228516,0.0035924911499023438,-0.0047304630279541016,458
15,15,0,105388.0488811352,105390.59469787609,105390.59469787609,105390.59469786371,105391.1113888721,0.5277998689416563,0.12470708198720418,0.18753525000000001,0.01,-3.0625077369048,0.4675283432006836,0.020611047744750977,0.0029969215393066406,0.0038704872131347656,-0.004793643951416016,503
16,16,0,105389.55279285833,105390.59469787609,105390.59469787609,105390.59469786371,105391.08304050275,0.4867064105492318,0.11284011524651863,0.18753525000000001,0.01,-1.530247644413343,0.4915122985839844,0.020583391189575195,0.0027055740356445312,0.0043599605560302734,-0.0051953792572021484,550
17,17,0,105389.99693835847,105390.59469787609,105390.59469787609,105390.59469786371,105391.04139772074,0.545396157191135,0.10314415915176255,0.18753525000000001,0.01,-1.0444593622718714,0.5474176406860352,0.02126455307006836,0.002647876739501953,0.004901885986328125,-0.005574941635131836,592
18,18,0,105390.22007930778,105390.59469787609,105390.59469787609,105390.59469786371,105391.05195526182,0.4587094207818154,0.10032023651205323,0.18753525000000001,0.01,-0.8318759540483365,0.46205878257751465,0.020573139190673828,0.0021750926971435547,0.005371809005737305,-0.006231546401977539,624
19,19,0,105390.48496899387,105390.59469787609,105390.59469787609,105390.59469786371,105390.98518399308,0.47635112902207766,0.0980788981126628,0.18753525000000001,0.01,-0.5002149992079209,0.47699689865112305,0.020560741424560547,0.003105640411376953,0.005726337432861328,-0.006183147430419922,683
20,20,0,105390.58342361733,105390.59469787609,105390.59469787609,105390.59469786371,105390.97181353465,0.4719202308478998,0.09215069845160154,0.1969120125,0.01,-0.3883899173284177,0.6508316993713379,0.020557403564453125,0.0026760101318359375,0.006403207778930664,-0.006716012954711914,723
21,21,1,105390.64134652544,105390.64134652544,105390.64134652544,105390.64134650487,105390.97641284607,0.46426310765673406,0.08813059291566107,0.1969120125,0.01,-0.3350663206262371,0.5609626770019531,0.020614147186279297,0.0026018619537353516,0.006871461868286133,-0.007089853286743164,764
22,22,1,105390.42842345076,105390.64134652544,105390.64134652544,105390.64134650487,105390.83031482414,0.4513207651762059,0.07788294823102851,0.1969120125,0.01,-0.4018913733759932,0.610238790512085,0.020621061325073242,0.002066373825073242,0.007245063781738281,-0.00740814208984375,795
23,23,2,105390.6634819864,105390.6634819864,105390.6634819864,105390.66348196898,105390.96829838915,0.42518721097439993,0.07077221261988728,0.187066411875,0.01,-0.304816402749857,0.7786836624145508,0.020823001861572266,0.002511262893676758,0.00772404670715332,-0.007667064666748047,834
24,24,2,105390.61796244472,105390.6634819864,105390.6634819864,105390.66348196898,105390.92494884439,0.42335565215034876,0.0627112596387235,0.187066411875,0.01,-0.3069863996595375,0.6696147918701172,0.0207366943359375,0.0028417110443115234,0.008148670196533203,-0.008043527603149414,891
25,25,3,105390.70190325788,105390.70190325788,105390.70190325788,105390.70190323539,105390.9662078523,0.4010138824523892,0.043680048193083805,0.17771309128124999,0.01,-0.2643045944084626,0.8597800731658936,0.020748615264892578,0.002996206283569336,0.008563756942749023,-0.008491754531860352,934
26,26,3,105390.43752094147,105390.70190325788,105390.70190325788,105390.70190323539,105390.97068878189,0.362245220807381,0.03598351554638823,0.17771309128124999,0.01,-0.5331678404201021,0.7623651027679443,0.020699501037597656,0.001459360122680664,0.009182214736938477,-0.008941888809204102,945
27,27,4,105390.72899504214,105390.72899504214,105390.72899504214,105390.72899501628,105390.99476992438,0.340161844243994,0.031930734925919864,0.16882743671718747,0.01,-0.26577488224301293,0.7801656723022461,0.020745277404785156,0.002999544143676758,0.009634733200073242,-0.008998870849609375,995
28,28,4,105390.71672948253,105390.72899504214,105390.72899504214,105390.72899501628,105390.9956213134,0.3205085661029443,0.030699490489452953,0.16882743671718747,0.01,-0.27889183086925473,0.8226890563964844,0.02086353302001953,0.0033385753631591797,0.010302305221557617,-0.009491205215454102,1063
29,29,5,105390.77357666325,105390.77357666325,105390.77357666325,105390.7735766409,105390.97976051799,0.32260521706484724,0.03148182486845948,0.1603860648813281,0.01,-0.20618385473801568,0.890716552734375,0.020894289016723633,0.0028951168060302734,0.01145482063293457,-0.010159730911254883,1109
30,30,6,105390.78070782905,105390.78070782905,105390.78070782905,105390.78070780977,105390.99729709551,0.276078383467393,0.028946609944850116,0.15236676163726168,0.01,-0.21658926646698143,0.9782650470733643,0.02226090431213379,0.004814863204956055,0.012195587158203125,-0.010579824447631836,790
31,31,7,105390.80147187215,105390.80147187215,105390.80147187215,105390.80147185228,105390.989558958,0.2597429126035422,0.03457655051269271,0.14474842355539858,0.01,-0.18808708584010847,0.6072812080383301,0.020678281784057617,0.003772258758544922,0.006982326507568359,-0.008042573928833008,863
32,32,7,105390.7090461996,105390.80147187215,105390.80147187215,105390.80147185228,105390.98026742764,0.2568018401070731,0.0338972619741722,0.14474842355539858,0.01,-0.2712212280431963,0.32747364044189453,0.021607160568237305,0.0016851425170898438,0.007895231246948242,-0.008148193359375,880
33,33,7,105390.78534404344,105390.80147187215,105390.80147187215,105390.80147185228,105390.97670390163,0.24417691545386333,0.031594030594638396,0.14474842355539858,0.01,-0.1913598581924084,0.400510311126709,0.02070760726928711,0.003640413284301758,0.00827646255493164,-0.008480310440063477,957
34,34,7,105390.79111210314,105390.80147187215,105390.80147187215,105390.80147185228,105390.97094709467,0.2504807095392607,0.03153401223437656,0.14474842355539858,0.01,-0.17983499153724014,0.2196662425994873,0.02085566520690918,0.0037157535552978516,0.009254693984985352,-0.009041309356689453,1030
35,35,7,105390.79820343385,105390.80147187215,105390.80147187215,105390.80147185228,105390.96843523104,0.2503995120496256,0.03147384886802771,0.14474842355539858,0.01,-0.1702317971971123,0.2506899833679199,0.020842313766479492,0.0029129981994628906,0.010259866714477539,-0.009734392166137695,1091
36,36,8,105390.8034166968,105390.8034166968,105390.8034166968,105390.80341667414,105390.96612239178,0.2503056829882553,0.031408290060252315,0.14474842355539858,0.01,-0.1627056949825043,0.27707743644714355,0.020808935165405273,0.003016948699951172,0.011170387268066406,-0.010240316390991211,1146
