,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,1274504.3938607872,1284759.898684345,1284759.898684345,1284759.898684345,1288712.0355577467,2299.1117473675404,108.7991654142079,2.848,0.01,-14207.641696959387,0.8343424797058105,0.3985152244567871,0.020255327224731445,0.007117748260498047,-0.020350933074951172,2763
1,1,0,1282722.2485362915,1284759.898684345,1284759.898684345,1284759.898684345,1286589.4657415757,921.1993920006789,62.772233066115454,2.848,0.01,-3867.2172052842743,3.997857093811035,0.39256858825683594,0.02219843864440918,0.006830453872680664,-0.020721435546875,2816
2,2,0,1283819.6481269863,1284759.898684345,1284759.898684345,1284759.898684345,1285804.2962513787,569.2961734740529,42.9308113648565,2.848,0.01,-1984.6481243922688,4.066736698150635,0.3988175392150879,0.02293539047241211,0.00705265998840332,-0.021452665328979492,2898
3,3,0,1284345.869920689,1284759.898684345,1284759.898684345,1284759.898684345,1285349.5369374403,395.20868405350484,28.367581848642374,2.848,0.01,-1003.6670167512525,4.199508428573608,0.3918294906616211,0.0223996639251709,0.007250785827636719,-0.021837472915649414,2973
4,4,0,1284738.1518206766,1284759.898684345,1284759.898684345,1284759.898684345,1285261.386027291,335.09030055534095,20.946667627760608,2.848,0.01,-523.2342066143317,4.208883285522461,0.3920741081237793,0.023504972457885742,0.0071773529052734375,-0.021964073181152344,3065
5,5,1,1284854.929133235,1284854.929133235,1284854.929133235,1284854.929131427,1285242.9379247178,331.359309427673,20.396019950324042,2.848,0.01,-388.00879148289033,0.902876615524292,0.3975236415863037,0.02918100357055664,0.007302045822143555,-0.022621870040893555,3191
6,6,1,1284251.5176693792,1284854.929133235,1284854.929133235,1284854.929131427,1285215.2436018928,373.0857741110958,19.310889544964574,2.848,0.01,-963.7259325136148,0.9251558780670166,0.3939225673675537,0.025666236877441406,0.007623910903930664,-0.02346634864807129,3331
7,7,1,1284769.0011734888,1284854.929133235,1284854.929133235,1284854.929131427,1285276.4183911516,298.5565267985221,12.536147407703291,2.848,0.01,-507.41721766275424,4.288151979446411,0.3928494453430176,0.02433633804321289,0.008187532424926758,-0.024661779403686523,3461
8,8,2,1284918.030668739,1284918.030668739,1284918.030668739,1284918.0306672454,1285230.4913183497,241.3939669500105,8.845065423106485,2.7055999999999996,0.01,-312.46064961066253,4.239896059036255,0.39432501792907715,0.02484750747680664,0.008186578750610352,-0.025233745574951172,3517
9,9,2,1284805.4149550595,1284918.030668739,1284918.030668739,1284918.0306672454,1285233.1712081665,200.47897586785257,7.858312219792748,2.7055999999999996,0.01,-427.7562531069778,0.9729821681976318,0.3976008892059326,0.021857738494873047,0.009169340133666992,-0.0276486873626709,3562
10,10,3,1284950.1028736203,1284950.1028736203,1284950.1028736203,1284950.1028721638,1285238.5005893612,196.93520383676514,7.412866786989247,2.5703199999999993,0.01,-288.3977157409227,0.9412660598754883,0.39438438415527344,0.026751279830932617,0.008402585983276367,-0.02574610710144043,3707
11,11,3,1284949.8844334038,1284950.1028736203,1284950.1028736203,1284950.1028721638,1285236.2833120462,168.71151813515462,5.866486973608063,2.5703199999999993,0.01,-286.39887864224966,0.955223560333252,0.400651216506958,0.02538442611694336,0.008687973022460938,-0.026630878448486328,3858
12,12,4,1284997.8990542952,1284997.8990542952,1284997.8990542952,1284997.8990526237,1285245.5530353289,141.1547715261113,4.31908855874182,2.441803999999999,0.01,-247.65398103360758,1.810791254043579,0.4002254009246826,0.02826523780822754,0.009309768676757812,-0.028220176696777344,4087
13,13,4,1284953.4849135873,1284997.8990542952,1284997.8990542952,1284997.8990526237,1285244.893369745,99.76019552210346,4.087964986862752,2.441803999999999,0.01,-291.408456157707,0.9694788455963135,0.3961186408996582,0.022017717361450195,0.009876251220703125,-0.029397964477539062,4142
14,14,5,1285017.3415408288,1285017.3415408288,1285017.3415408288,1285017.3415391543,1285227.440130027,65.86348491790704,4.18843226544602,2.319713799999999,0.01,-210.09858919828955,4.581298828125,0.3970506191253662,0.02531719207763672,0.010024547576904297,-0.029813766479492188,4283
15,15,6,1285019.5131616287,1285019.5131616287,1285019.5131616287,1285019.5131601905,1285203.943913421,51.93580150953494,3.9123470424678577,2.203728109999999,0.01,-184.4307517921315,1.0255861282348633,0.3972597122192383,0.029106855392456055,0.010599613189697266,-0.03076958656311035,4117
16,16,7,1285037.3875527356,1285037.3875527356,1285037.3875527356,1285037.3875511838,1285185.8127474445,47.392295913537964,3.318764155544225,2.093541704499999,0.01,-148.42519470876528,1.9133198261260986,0.4059774875640869,0.028128385543823242,0.009719133377075195,-0.029648542404174805,4326
17,17,7,1285022.3553002942,1285037.3875527356,1285037.3875527356,1285037.3875511838,1285160.7542872473,34.360309591982514,3.227759160577493,2.093541704499999,0.01,-138.39898695300346,1.0212674140930176,0.39918994903564453,0.02172398567199707,0.010757923126220703,-0.03167986869812012,4363
18,18,8,1285049.1832901156,1285049.1832901156,1285049.1832901156,1285049.1832885665,1285169.7961001897,28.54741806979291,3.0439514115580693,2.192723242750686,0.01,-120.61281007410379,4.675235033035278,0.4000518321990967,0.24355316162109375,0.010776281356811523,-0.03148698806762695,3133
19,19,8,1284820.7711774956,1285049.1832901156,1285049.1832901156,1285049.1832885665,1285149.9636821623,19.28732236661017,3.028496028164167,2.192723242750686,0.01,-329.1925046667772,0.9353923797607422,0.4034910202026367,0.021123170852661133,0.0076351165771484375,-0.023761510848999023,3147
20,20,8,1285002.68777689,1285049.1832901156,1285049.1832901156,1285049.1832885665,1285154.0551095486,18.747781018028036,2.829553970476228,2.192723242750686,0.01,-151.36733265864876,4.356154441833496,0.40062618255615234,0.024141550064086914,0.007924079895019531,-0.0233306884765625,3268
21,21,8,1285031.7486085927,1285049.1832901156,1285049.1832901156,1285049.1832885665,1285156.4739718079,18.372120693791658,2.684688181023019,2.192723242750686,0.01,-124.72536321514201,3.4611947536468506,0.40456295013427734,0.027741432189941406,0.008017301559448242,-0.02464437484741211,3487
