,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,-1637923849.6189125,2211977.6763343364,2211977.6763343364,2211977.67633432,2221768.2371360487,7681.007024587598,234.92910664312612,6.47,0.01,-1640145617.8560486,2.912081718444824,0.8838193416595459,0.04453420639038086,0.019299983978271484,-0.052297115325927734,6163
1,1,0,-159340.89977137372,2211977.6763343364,2211977.6763343364,2211977.67633432,2219527.08062647,4984.3981002010405,183.38774822434166,6.47,0.01,-2378867.9803978438,3.55580735206604,0.835850715637207,0.046668291091918945,0.016381025314331055,-0.050232887268066406,6167
2,2,0,1611945.273728318,2211977.6763343364,2211977.6763343364,2211977.67633432,2217594.7855824386,3402.2248453870416,170.00496594581676,6.47,0.01,-605649.5118541205,2.423161268234253,0.8174998760223389,0.04549360275268555,0.016371488571166992,-0.0469660758972168,6172
3,3,0,1944638.6177585707,2211977.6763343364,2211977.6763343364,2211977.67633432,2217239.698869441,3181.4872014848515,168.0715536849362,6.47,0.01,-272601.0811108704,4.712790012359619,0.822730302810669,0.045334577560424805,0.018010616302490234,-0.04865288734436035,6178
4,4,0,2116464.842339186,2211977.6763343364,2211977.6763343364,2211977.67633432,2216884.4884690596,2882.0678902631626,162.47365049480743,6.47,0.01,-100419.64612987348,4.639962911605835,0.8246877193450928,0.04710197448730469,0.01639103889465332,-0.048035383224487305,6186
5,5,0,2181405.079881018,2211977.6763343364,2211977.6763343364,2211977.67633432,2216599.074503743,2679.663675452117,158.02276776072142,6.7935,0.01,-35193.994622725135,4.711451530456543,0.8174684047698975,0.050100088119506836,0.016284704208374023,-0.047944068908691406,6200
6,6,0,2202031.5080362065,2211977.6763343364,2211977.6763343364,2211977.67633432,2216234.268132841,2520.488787729293,156.2483363100277,6.7935,0.01,-14202.760096634873,3.4463765621185303,0.8193767070770264,0.04677248001098633,0.016095876693725586,-0.04996800422668457,6216
7,7,0,2208632.988593304,2211977.6763343364,2211977.6763343364,2211977.67633432,2215949.7216774444,2314.574903343804,146.50378792580287,6.7935,0.01,-7316.733084140215,4.768254995346069,0.8186590671539307,0.04622197151184082,0.016499996185302734,-0.04959821701049805,6243
8,8,0,2211472.6471870714,2211977.6763343364,2211977.6763343364,2211977.67633432,2215865.7687190496,2258.3839173028246,143.445132055119,6.7935,0.01,-4393.121531978278,4.811869859695435,0.8156614303588867,0.047429561614990234,0.016366958618164062,-0.04774022102355957,6295
9,9,1,2212511.4601657097,2212511.4601657097,2212511.4601657097,2212511.460163554,2215811.094841969,2247.080410284456,142.60609280501885,6.7935,0.01,-3299.6346762593244,2.5042898654937744,0.820709228515625,0.0488438606262207,0.016489505767822266,-0.04789853096008301,6375
