,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,-71474.66729581723,16160.450041946886,16160.450041946886,16160.450041946886,15031.523023414335,681.0212836449427,2.609639189888207,0.005,0.01,-86506.19031923157,0.002992868423461914,0.0,0.0,0.0009391307830810547,-0.0006570816040039062,5
1,1,0,-25930.975389488554,16160.450041946886,16160.450041946886,16160.450041946886,15089.510528196519,618.536557544885,2.4692001998898014,0.005,0.01,-41020.48591768507,0.002991914749145508,0.0009970664978027344,0.0,0.0,-0.000997781753540039,7
2,2,0,-1466.9015532719077,16160.450041946886,16160.450041946886,16160.450041946886,15557.763059711402,442.2998537850035,2.048170181392259,0.005,0.01,-17024.66461298331,0.005982875823974609,0.000997304916381836,0.0,0.0,-0.0006608963012695312,10
3,3,0,9768.828127299952,16160.450041946886,16160.450041946886,16160.450041946886,16346.960975125243,297.4047716989153,1.6731517083568788,0.005,0.01,-6578.132847825291,0.001994609832763672,0.0012803077697753906,0.0,0.0009272098541259766,-0.0010685920715332031,12
4,4,0,13836.257392338484,16160.450041946886,16160.450041946886,16160.450041946886,16156.815316505297,22.29700353042972,0.4624350445106205,0.005,0.01,-2320.557924166813,0.0069806575775146484,0.0009965896606445312,0.0,0.0009975433349609375,-0.0009982585906982422,14
5,5,0,15457.733119949222,16160.450041946886,16160.450041946886,16160.450041946886,16242.145025926393,19.859519715557326,0.4151840753317936,0.00525,0.01,-784.4119059771715,0.004909515380859375,0.0009999275207519531,0.0,0.0011103153228759766,0.0,15
6,6,0,11725.558605193104,16160.450041946886,16160.450041946886,16160.450041946886,16159.527377493405,1.9227050530080305,0.03288092657919274,0.00525,0.01,-4433.968772300301,0.002986907958984375,0.0009965896606445312,0.0,0.0,-0.0009868144989013672,16
7,7,0,16159.267272985897,16160.450041946886,16160.450041946886,16160.450041946886,16159.535226150745,0.7696737170590495,0.001321682495674063,0.00525,0.01,-0.26795316484871556,0.0077359676361083984,0.000997781753540039,0.0,0.0,-0.0012390613555908203,18
8,8,0,16160.361527567835,16160.450041946886,16160.450041946886,16160.450041946886,16160.450409321675,0.00025148964596155565,0.000766050462298603,0.00525,0.01,-0.08888175383895751,0.0039899349212646484,0.0009965896606445312,0.0,0.0,-0.000997304916381836,18
9,8,0,16160.361527567835,16160.450041946886,16160.450041946886,16160.450041946886,16160.450409321675,0.00025148964596155565,0.000766050462298603,0.00525,0.01,-0.08888175383895751,0.0039899349212646484,0.0009965896606445312,0.0,0.0,-0.000997304916381836,18
