,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,-1355925669.9890149,2617270.9050756176,2617270.9050756176,2617270.905075609,2635313.6371854497,16047.247493755538,261.17810510196915,6.495,0.01,-1358560983.6262002,2.4510252475738525,0.8297216892242432,0.048526763916015625,0.016956806182861328,-0.05493760108947754,6182
1,1,0,-76102662.06726341,2617270.9050756176,2617270.9050756176,2617270.905075609,2633605.6556468173,13576.484216167126,237.08117047804032,6.495,0.01,-78736267.72291023,2.5738091468811035,0.9052274227142334,0.04871201515197754,0.01693892478942871,-0.0521082878112793,6186
2,2,0,-3216512.390046623,2617270.9050756176,2617270.9050756176,2617270.905075609,2631708.653298395,10504.0683587417,207.31912584619545,6.495,0.01,-5848221.043345018,2.4966793060302734,0.8426446914672852,0.04674649238586426,0.01650834083557129,-0.05201292037963867,6192
3,3,0,847024.3852902625,2617270.9050756176,2617270.9050756176,2617270.905075609,2630306.408388972,9412.590719270054,198.09788004325446,6.495,0.01,-1783282.0230987093,2.529839277267456,0.825549840927124,0.04451107978820801,0.017691373825073242,-0.05301833152770996,6205
4,4,0,1892998.6993405244,2617270.9050756176,2617270.9050756176,2617270.905075609,2627849.7347529847,8561.808745453134,188.16542891060166,6.495,0.01,-734851.0354124603,2.4618687629699707,0.8772590160369873,0.046401023864746094,0.016023874282836914,-0.04880690574645996,6220
5,5,0,2312768.213549874,2617270.9050756176,2617270.9050756176,2617270.905075609,2627154.626176968,7655.709523792379,182.36253197651175,6.81975,0.01,-314386.4126270944,2.5117056369781494,0.8214740753173828,0.04425668716430664,0.018455982208251953,-0.05014777183532715,6237
6,6,0,2502917.3459220766,2617270.9050756176,2617270.9050756176,2617270.905075609,2626528.9484937815,7235.091827878263,179.34142957644,6.81975,0.01,-123611.6025717048,2.457019329071045,0.8293192386627197,0.04509902000427246,0.016068696975708008,-0.04931211471557617,6259
7,7,0,2572137.8451835196,2617270.9050756176,2617270.9050756176,2617270.905075609,2626197.663468983,7006.254180547316,176.8751405374212,6.81975,0.01,-54059.81828546349,2.5327887535095215,0.8133542537689209,0.044428110122680664,0.01701664924621582,-0.04858827590942383,6286
8,8,0,2600824.5032732524,2617270.9050756176,2617270.9050756176,2617270.905075609,2626028.7601034646,6864.879610185977,175.2994464444593,6.81975,0.01,-25204.256830212213,2.510580539703369,0.8177688121795654,0.04658102989196777,0.01624774932861328,-0.0472865104675293,6324
9,9,0,2610756.881353952,2617270.9050756176,2617270.9050756176,2617270.905075609,2625966.79679341,6856.590189131908,174.80432197556092,6.81975,0.01,-15209.91543945795,2.5464186668395996,0.8256852626800537,0.046401023864746094,0.018891572952270508,-0.05485725402832031,6396
10,10,0,2606162.2877991446,2617270.9050756176,2617270.9050756176,2617270.905075609,2625688.4086050936,6526.806544459891,164.6839421563209,7.160737500000001,0.01,-19526.12080594919,11.875087261199951,0.8133578300476074,0.04540753364562988,0.01677107810974121,-0.04961133003234863,6400
11,11,0,2614427.611698045,2617270.9050756176,2617270.9050756176,2617270.905075609,2625469.8921285253,6426.326067768969,164.7097333749584,7.160737500000001,0.01,-11042.280430480472,2.521728992462158,0.8406131267547607,0.043622732162475586,0.016450881958007812,-0.048424720764160156,6436
