,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,-4782798.995776907,3272800.369351569,3272800.369351569,3272800.369351569,2109750.794694198,131774.73811288457,251.5725748877593,0.24,0.01,-6892549.790471104,0.07965731620788574,0.030292034149169922,0.002744913101196289,0.0015637874603271484,-0.0025513172149658203,253
1,1,0,1839061.5616678183,3272800.369351569,3272800.369351569,3272800.369351569,3279609.7027318515,9891.606525389012,64.00941556963181,0.24,0.01,-1440548.1410640331,0.37415289878845215,0.0325930118560791,0.002813577651977539,0.0014503002166748047,-0.0026454925537109375,275
2,2,0,2525568.1878620186,3272800.369351569,3272800.369351569,3272800.369351569,3262943.138880169,6203.337140286807,52.74124091394868,0.24,0.01,-737374.9510181505,0.4189879894256592,0.031002521514892578,0.0029993057250976562,0.0015277862548828125,-0.002956867218017578,309
3,3,0,2904823.153862002,3272800.369351569,3272800.369351569,3272800.369351569,3265687.41867799,2843.836085628718,33.284973258281745,0.24,0.01,-360864.26481598796,0.42102527618408203,0.030513763427734375,0.003062725067138672,0.001569986343383789,-0.003046751022338867,346
4,4,0,3103259.891747901,3272800.369351569,3272800.369351569,3272800.369351569,3268335.05534227,1724.3197410139255,26.04139803445631,0.24,0.01,-165075.16359436864,0.43196773529052734,0.030862092971801758,0.0032715797424316406,0.0016398429870605469,-0.0032079219818115234,389
5,5,0,3177737.933769279,3272800.369351569,3272800.369351569,3272800.369351569,3271245.2068556454,1055.6253999597393,20.084538396796,0.252,0.01,-93507.27308636603,0.4569876194000244,0.03075242042541504,0.0035619735717773438,0.0017156600952148438,-0.003611326217651367,433
6,6,0,3223102.7944657914,3272800.369351569,3272800.369351569,3272800.369351569,3271351.93970838,716.8992813606746,16.230753157858278,0.252,0.01,-48249.14524258858,0.4690134525299072,0.03052377700805664,0.0034232139587402344,0.001834869384765625,-0.003847837448120117,481
7,7,0,3249489.0089476104,3272800.369351569,3272800.369351569,3272800.369351569,3272457.321458309,333.0898572485894,9.267159444752455,0.252,0.01,-22968.312510698343,0.48854804039001465,0.03051614761352539,0.0031523704528808594,0.0019214153289794922,-0.004050493240356445,520
8,8,0,3245578.2697291,3272800.369351569,3272800.369351569,3272800.369351569,3272056.0826951284,180.1609009830281,7.168072643802116,0.252,0.01,-26477.81296602838,0.5022025108337402,0.030412673950195312,0.002902507781982422,0.0020754337310791016,-0.00429224967956543,552
9,9,0,3244638.923893505,3272800.369351569,3272800.369351569,3272800.369351569,3272467.172548197,138.94736683368683,6.116094525225663,0.252,0.01,-27828.248654692474,0.5111925601959229,0.030514955520629883,0.002836465835571289,0.002145528793334961,-0.004462242126464844,581
