,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,-71632.25762494936,16160.443928895758,16160.443928895758,16160.443928895758,15032.96212017423,680.5323220420287,2.6086911619032476,0.005,0.01,-86665.21974512358,0.0027277469635009766,0.0004734992980957031,0.00015306472778320312,0.0008606910705566406,-0.0010499954223632812,5
1,1,0,-26000.52065403733,16160.443928895758,16160.443928895758,16160.443928895758,15089.6191242276,618.1826099632526,2.468501810344668,0.005,0.01,-41090.13977826493,0.0029463768005371094,0.00046515464782714844,0.00014734268188476562,0.0008435249328613281,-0.0009932518005371094,7
2,2,0,-1554.5941679404496,16160.443928895758,16160.443928895758,16160.443928895758,15558.622605619596,441.95143247832675,2.0472370013181367,0.005,0.01,-17113.216773560045,0.007375240325927734,0.0004642009735107422,0.00017690658569335938,0.0008437633514404297,-0.0009911060333251953,10
3,3,0,9962.899588114022,16160.443928895758,16160.443928895758,16160.443928895758,16355.105456124296,296.79187816605554,1.6711018493697072,0.005,0.01,-6392.2058680102755,0.003108501434326172,0.00046515464782714844,0.00015425682067871094,0.0008432865142822266,-0.0010225772857666016,12
4,4,0,13752.085676429135,16160.443928895758,16160.443928895758,16160.443928895758,16157.129330855703,22.448689355202077,0.46404733935079784,0.005,0.01,-2405.043654426569,0.008351325988769531,0.0004639625549316406,0.0001475811004638672,0.0008575916290283203,-0.0010216236114501953,14
5,5,0,15428.862770050719,16160.443928895758,16160.443928895758,16160.443928895758,16244.316252923507,19.957326484098303,0.415137745718265,0.00525,0.01,-815.453482872789,0.003357410430908203,0.0004642009735107422,0.000339508056640625,0.0008594989776611328,-0.0010361671447753906,15
6,6,0,11714.311213235334,16160.443928895758,16160.443928895758,16160.443928895758,16159.537120460409,2.1430102309186623,0.033419029867982744,0.00525,0.01,-4445.2259072250745,0.0033788681030273438,0.00047659873962402344,0.00011396408081054688,0.000865936279296875,-0.0010428428649902344,16
7,7,0,16158.233731598031,16160.443928895758,16160.443928895758,16160.443928895758,16160.385491521527,0.14065160085010575,0.005270945572851499,0.00525,0.01,-2.1517599234953253,0.009102821350097656,0.00046634674072265625,0.00012111663818359375,0.0008637905120849609,-0.001058816909790039,17
8,8,0,16159.815266534451,16160.443928895758,16160.443928895758,16160.443928895758,16160.45293342277,0.007971435014042072,0.0032934552812944984,0.00525,0.01,-0.6376668883194617,0.004826545715332031,0.00046753883361816406,0.00012111663818359375,0.0008554458618164062,-0.0010619163513183594,17
9,8,0,16159.815266534451,16160.443928895758,16160.443928895758,16160.443928895758,16160.45293342277,0.007971435014042072,0.0032934552812944984,0.00525,0.01,-0.6376668883194617,0.004826545715332031,0.00046753883361816406,0.00012111663818359375,0.0008554458618164062,-0.0010619163513183594,17
