,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,-3757142290.7659183,1623607.7445863828,1623607.7445863828,1623607.7445863828,1628699.1298035667,4515.041212311247,117.01970393815793,2.746,0.01,-3758770989.895722,0.8581550121307373,0.40576863288879395,0.018841981887817383,0.008608341217041016,-0.02157902717590332,2661
1,1,0,-820430478.3769844,1623607.7445863828,1623607.7445863828,1623607.7445863828,1628643.4900722266,4401.658235047944,116.76789404897241,2.746,0.01,-822059121.8670566,0.5713987350463867,0.404827356338501,0.019580602645874023,0.007371664047241211,-0.020450115203857422,2663
2,2,0,-36140385.99348416,1623607.7445863828,1623607.7445863828,1623607.7445863828,1628655.5314833592,4287.435959930066,116.56177933148919,2.746,0.01,-37769041.52496752,0.4264671802520752,0.4046754837036133,0.01971578598022461,0.0077056884765625,-0.021175622940063477,2666
3,3,0,-8685576.841351118,1623607.7445863828,1623607.7445863828,1623607.7445863828,1628665.1570178492,4194.144938642159,116.40402911834903,2.746,0.01,-10314241.998368967,0.252150297164917,0.403735876083374,0.020049095153808594,0.007100105285644531,-0.020309925079345703,2670
4,4,0,-575171.0671848485,1623607.7445863828,1623607.7445863828,1623607.7445863828,1628673.7789078706,4109.725175887113,116.25817468296196,2.746,0.01,-2203844.846092719,0.251528263092041,0.4075188636779785,0.019744396209716797,0.007371664047241211,-0.0213165283203125,2672
5,5,0,1295097.9990823343,1623607.7445863828,1623607.7445863828,1623607.7445863828,1628682.0864258145,4031.981262956513,116.1310016529205,2.8833,0.01,-333584.0873434803,0.25310301780700684,0.40464019775390625,0.020048856735229492,0.0071506500244140625,-0.020625829696655273,2673
6,6,0,1510304.4004866013,1623607.7445863828,1623607.7445863828,1623607.7445863828,1628497.141671854,3843.7234454059508,116.04373841756241,2.8833,0.01,-118192.74118525277,0.25095105171203613,0.4047977924346924,0.019550085067749023,0.007378816604614258,-0.020384550094604492,2675
7,7,0,1618533.0310336205,1623607.7445863828,1623607.7445863828,1623607.7445863828,1628504.3945220981,3777.164757364895,115.95086238436711,2.8833,0.01,-9971.363488477604,0.25327587127685547,0.40398144721984863,0.01975870132446289,0.0073511600494384766,-0.020257234573364258,2676
8,8,1,1624617.263035169,1624617.263035169,1624617.263035169,1624617.2630320012,1628511.101738906,3714.8834046507254,115.86241808893067,2.8833,0.01,-3893.838703737006,0.262819766998291,0.4038703441619873,0.020026445388793945,0.007142066955566406,-0.02032470703125,2677
9,9,1,1380496.3185882438,1624617.263035169,1624617.263035169,1624617.2630320012,1632306.949093925,7272.322561579989,115.16615692395925,2.8833,0.01,-251810.6305056812,0.2529771327972412,0.40561699867248535,0.01982569694519043,0.007302045822143555,-0.02034163475036621,2679
10,10,1,1577066.5337869637,1624617.263035169,1624617.263035169,1624617.2630320012,1632303.3577231192,7189.240919640521,114.51895794162732,2.8833,0.01,-55236.823936155604,0.26058101654052734,0.4056262969970703,0.020243167877197266,0.007292747497558594,-0.0204012393951416,2681
11,11,1,1623014.9517451485,1624617.263035169,1624617.263035169,1624617.2630320012,1632300.3796194259,7111.160551743582,113.9091201325992,2.8833,0.01,-9285.42787427724,0.26169896125793457,0.4044003486633301,0.01986074447631836,0.008000612258911133,-0.02082657814025879,2684
12,12,2,1625913.2123483443,1625913.2123483443,1625913.2123483443,1625913.212339232,1632297.2922830756,7037.870443704305,113.3294906870116,2.8833,0.01,-6384.079934731454,0.2556912899017334,0.41317248344421387,0.02140951156616211,0.007173776626586914,-0.02044677734375,2688
