,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,-762076684.5355394,310518.21473034006,310518.21473034006,310518.21473034006,313976.33994822024,1929.802384495386,41.273157298820976,0.588,0.01,-762390660.8754876,0.15703201293945312,0.07601022720336914,0.003947019577026367,0.00191497802734375,-0.004706621170043945,566
1,1,0,-560293.2587413061,310518.21473034006,310518.21473034006,310518.21473034006,311153.7275788789,459.26927588513354,11.190264343199937,0.588,0.01,-871446.986320185,0.7360410690307617,0.07667994499206543,0.004338979721069336,0.001920938491821289,-0.004837751388549805,572
2,2,0,-3854.2106874529854,310518.21473034006,310518.21473034006,310518.21473034006,311037.7964649886,372.7957727375324,10.698681356255303,0.588,0.01,-314892.0071524416,0.16094183921813965,0.07594728469848633,0.004304647445678711,0.0019230842590332031,-0.004828214645385742,581
3,3,0,169533.00853925716,310518.21473034006,310518.21473034006,310518.21473034006,310967.101318646,363.13657628180226,10.525458020849431,0.588,0.01,-141434.09277938883,0.1622920036315918,0.07617473602294922,0.0043773651123046875,0.0019598007202148438,-0.0048258304595947266,594
4,4,0,251328.980980809,310518.21473034006,310518.21473034006,310518.21473034006,310887.0276813708,347.80048327642726,10.150047799397516,0.588,0.01,-59558.0467005618,0.16041254997253418,0.0760200023651123,0.0044863224029541016,0.0019729137420654297,-0.0048940181732177734,609
5,5,0,286889.95358357055,310518.21473034006,310518.21473034006,310518.21473034006,310817.8541319717,279.8841878323583,8.165075205189872,0.6174,0.01,-23927.90054840115,0.16455841064453125,0.07615852355957031,0.004938602447509766,0.0020112991333007812,-0.004952669143676758,630
6,6,0,301459.7245663554,310518.21473034006,310518.21473034006,310518.21473034006,310726.70980014297,263.9112287820317,7.445375851683166,0.6174,0.01,-9266.985233787567,0.16627907752990723,0.07622599601745605,0.004709482192993164,0.0020608901977539062,-0.005124807357788086,654
7,7,0,306995.14579605847,310518.21473034006,310518.21473034006,310518.21473034006,310708.00741297344,245.78142792196013,6.9948521848082725,0.6174,0.01,-3712.861616914983,0.17230987548828125,0.07591438293457031,0.004942417144775391,0.0021581649780273438,-0.005291461944580078,685
8,8,0,308801.6517490807,310518.21473034006,310518.21473034006,310518.21473034006,310698.1198730491,229.5085478242254,6.485176447006275,0.6174,0.01,-1896.4681239683891,0.17591214179992676,0.07631707191467285,0.005108356475830078,0.002176046371459961,-0.005437135696411133,724
9,9,0,309614.36401263415,310518.21473034006,310518.21473034006,310518.21473034006,310689.9549028947,218.78470612759702,6.08103518626002,0.6174,0.01,-1075.5908902605108,0.33769679069519043,0.07609152793884277,0.005329132080078125,0.0022916793823242188,-0.0057795047760009766,768
10,10,0,310097.97471394215,310518.21473034006,310518.21473034006,310518.21473034006,310696.61843384703,208.2642679096316,5.498337522946359,0.64827,0.01,-598.6437199048668,0.3486042022705078,0.07607793807983398,0.005747556686401367,0.0023856163024902344,-0.0059833526611328125,816
11,11,0,310332.39769596455,310518.21473034006,310518.21473034006,310518.21473034006,310697.45455123606,202.65017995447852,5.033214921173584,0.64827,0.01,-365.05685527148626,0.1903226375579834,0.07619237899780273,0.00546574592590332,0.0025424957275390625,-0.006322383880615234,865
12,12,0,310470.1334289502,310518.21473034006,310518.21473034006,310518.21473034006,310707.5797401174,194.4891493062023,4.283580492376202,0.64827,0.01,-237.44631116720464,0.3659052848815918,0.07602858543395996,0.005441188812255859,0.002658367156982422,-0.006646156311035156,912
13,13,1,310525.3651388634,310525.3651388634,310525.3651388634,310525.36513825395,310705.88930639665,194.2944841242861,4.265095383490884,0.64827,0.01,-180.52416753328376,0.19753432273864746,0.07633638381958008,0.0056345462799072266,0.0027265548706054688,-0.006918191909790039,958
14,14,1,310435.26590280473,310525.3651388634,310525.3651388634,310525.36513825395,310749.1722688317,204.790163444879,2.96925393010313,0.64827,0.01,-313.906366026945,0.19873833656311035,0.07648706436157227,0.005377292633056641,0.002902984619140625,-0.007201671600341797,1004
15,15,1,310503.007439955,310525.3651388634,310525.3651388634,310525.36513825395,310734.7144638947,198.44625198899303,2.327847284735701,0.64827,0.01,-231.70702393969123,0.38080835342407227,0.07671666145324707,0.004752159118652344,0.0030755996704101562,-0.007519960403442383,1028
16,16,2,310559.0864492757,310559.0864492757,310559.0864492757,310559.086448736,310733.85737142834,197.87776454474078,2.2695493118992305,0.6158565,0.01,-174.770922152601,0.2015068531036377,0.07662773132324219,0.0060193538665771484,0.0032639503479003906,-0.007802009582519531,1084
17,17,2,310465.99160696927,310559.0864492757,310559.0864492757,310559.086448736,310754.4656618359,170.22110458975658,1.9971761988305308,0.6158565,0.01,-288.4740548666704,0.20993328094482422,0.07637357711791992,0.0045659542083740234,0.0033354759216308594,-0.008088111877441406,1101
18,18,2,310523.40047944634,310559.0864492757,310559.0864492757,310559.086448736,310745.6111907022,162.52019336121157,1.5766544051588758,0.6158565,0.01,-222.21071125582625,0.40236711502075195,0.07625961303710938,0.004729270935058594,0.0033555030822753906,-0.008182287216186523,1123
19,19,3,310579.1446636535,310579.1446636535,310579.1446636535,310579.1446626893,310744.2211230712,161.83128720894456,1.5701384282426387,0.585063675,0.01,-165.07645941769707,0.2155907154083252,0.07717728614807129,0.006083011627197266,0.0035409927368164062,-0.008317232131958008,1172
20,20,3,310456.3709665116,310579.1446636535,310579.1446636535,310579.1446626893,310749.3334087527,145.09178075613454,1.439193985361102,0.585063675,0.01,-292.9624422410686,0.22042560577392578,0.07681584358215332,0.0046346187591552734,0.0037469863891601562,-0.008733272552490234,1192
21,21,3,310562.42315787077,310579.1446636535,310579.1446636535,310579.1446626893,310749.93867295946,144.05630089249462,1.3108012673386382,0.585063675,0.01,-187.51551508866194,0.2237997055053711,0.07641863822937012,0.005408763885498047,0.0036742687225341797,-0.008835077285766602,1238
22,22,4,310607.3235009609,310607.3235009609,310607.3235009609,310607.32350032334,310748.76051530713,143.10896931932075,1.2220196763419624,0.5558104912499999,0.01,-141.43701434622636,0.2298755645751953,0.07645225524902344,0.0066034793853759766,0.003979921340942383,-0.009125232696533203,1307
23,23,4,310581.27400297706,310607.3235009609,310607.3235009609,310607.32350032334,310750.5901197242,116.27526538737584,1.090080132960223,0.5558104912499999,0.01,-169.31611674715296,0.23472809791564941,0.07688546180725098,0.004836559295654297,0.004210948944091797,-0.009592056274414062,1334
24,24,5,310635.32644209213,310635.32644209213,310635.32644209213,310635.3264414955,310748.7547321365,111.36985594272846,1.0547238864123474,0.5280199666875,0.01,-113.42829004434275,0.4516487121582031,0.0765388011932373,0.006142377853393555,0.004420757293701172,-0.009772539138793945,1389
25,25,5,310609.74092091736,310635.32644209213,310635.32644209213,310635.3264414955,310747.59033134684,84.9187045819126,0.9777190620336255,0.5280199666875,0.01,-137.8494104294819,0.24876761436462402,0.07642173767089844,0.004803657531738281,0.004603862762451172,-0.01018667221069336,1415
26,26,6,310649.86665774195,310649.86665774195,310649.86665774195,310649.8666571211,310749.1646349551,81.04737200337695,0.9355951343453299,0.5016189683531249,0.01,-99.29797721317438,0.4746239185333252,0.0766141414642334,0.007667064666748047,0.004685163497924805,-0.010224580764770508,1152
27,27,6,310524.53033321776,310649.86665774195,310649.86665774195,310649.8666571211,310746.67835939035,67.40304390870733,0.8905345158172502,0.5016189683531249,0.01,-222.14802617258178,0.22330498695373535,0.07664847373962402,0.0041463375091552734,0.0036041736602783203,-0.00857090950012207,1155
28,28,6,310603.97813009605,310649.86665774195,310649.86665774195,310649.8666571211,310747.1183552,67.03315385070164,0.8920644712813115,0.5016189683531249,0.01,-143.14022510394977,0.2233264446258545,0.07646703720092773,0.004250526428222656,0.003543853759765625,-0.008670806884765625,1161
29,29,6,310641.16026841546,310649.86665774195,310649.86665774195,310649.8666571211,310747.6426168347,66.54610793298343,0.8928202272188722,0.5016189683531249,0.01,-106.48234841923394,0.2263031005859375,0.07663559913635254,0.005361080169677734,0.003620147705078125,-0.00867152214050293,1194
30,30,7,310660.8376155808,310660.8376155808,310660.8376155808,310660.8376149739,310747.8297163248,66.17260383663233,0.8892359716279997,0.5016189683531249,0.01,-86.99210074397344,0.22920608520507812,0.07664895057678223,0.006370067596435547,0.004184722900390625,-0.00953984260559082,1253
31,31,7,310624.3612950658,310660.8376155808,310660.8376155808,310660.8376149739,310745.4057301148,56.294304168375675,0.8191958660997478,0.5016189683531249,0.01,-121.04443504898596,0.23497557640075684,0.08076786994934082,0.004543304443359375,0.004130125045776367,-0.00940704345703125,1262
32,32,8,310664.02768278803,310664.02768278803,310664.02768278803,310664.02768218686,310746.88037844625,54.61145872849738,0.7907734885619779,0.4765380199354686,0.01,-82.85269565821869,0.44415712356567383,0.07665634155273438,0.0059354305267333984,0.0040318965911865234,-0.009645700454711914,1302
33,33,8,310651.7724565769,310664.02768278803,310664.02768278803,310664.02768218686,310746.0202527842,52.32619358645752,0.7456257705328528,0.4765380199354686,0.01,-94.24779620730098,0.2417299747467041,0.07733941078186035,0.005041360855102539,0.004340410232543945,-0.010032415390014648,1324
34,34,9,310672.5086881986,310672.5086881986,310672.5086881986,310672.508687464,310746.3873916336,51.61110431450652,0.7194749955134048,0.4527111189386952,0.01,-73.8787034349883,0.2445671558380127,0.07724285125732422,0.007866382598876953,0.0043048858642578125,-0.01000833511352539,1203
35,35,9,293437.6397194009,310672.5086881986,310672.5086881986,310672.508687464,310744.511306949,43.559009943390265,0.6862560502364948,0.4527111189386952,0.01,-17306.871587548103,0.2277393341064453,0.07675933837890625,0.004512786865234375,0.003930807113647461,-0.009222984313964844,1204
36,36,9,310322.2977963513,310672.5086881986,310672.5086881986,310672.508687464,310744.73852661235,43.20509182848036,0.6805630342968098,0.4527111189386952,0.01,-422.44073026105735,0.24259519577026367,0.07950258255004883,0.004246234893798828,0.004190921783447266,-0.009908437728881836,1207
37,37,9,310447.28522703296,310672.5086881986,310672.5086881986,310672.508687464,310746.3965649264,41.96932853240287,0.7896018886125444,0.4527111189386952,0.01,-299.1113378934709,1.0460176467895508,0.07648539543151855,0.004128217697143555,0.0038177967071533203,-0.009155988693237305,1209
38,38,9,310607.81236155465,310672.5086881986,310672.5086881986,310672.508687464,310746.84868676896,41.529930894612335,0.9112517994843745,0.4527111189386952,0.01,-139.03632521429296,1.0437979698181152,0.07652091979980469,0.004538059234619141,0.003815174102783203,-0.009073019027709961,1225
39,39,9,310652.1958144064,310672.5086881986,310672.5086881986,310672.508687464,310747.00048086897,41.29342402506154,0.967202602172617,0.4527111189386952,0.01,-94.80466646258516,1.0600037574768066,0.07653450965881348,0.005026578903198242,0.0038442611694335938,-0.009145259857177734,1257
