,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
0,0,0,35657.42826845319,37588.174670818065,37588.174670818065,37588.174670817505,37280.39452825319,239.7111988156248,5.225795625060237,0.057,0.01,-1622.9662597999968,0.01623368263244629,0.007177114486694336,0.00047016143798828125,0.0010118484497070312,-0.0013687610626220703,54
1,1,0,37371.347110964634,37588.174670818065,37588.174670818065,37588.174670817505,37532.7335623844,12.49213675615465,1.1871416310427658,0.057,0.01,-161.3864514197613,0.016678810119628906,0.007201671600341797,0.0005033016204833984,0.0009694099426269531,-0.0013959407806396484,57
2,2,0,37563.016742228945,37588.174670818065,37588.174670818065,37588.174670817505,37587.50775693838,0.17433477727900026,0.06720293683268479,0.057,0.01,-24.49101470943343,0.016584396362304688,0.0071833133697509766,0.0005478858947753906,0.0009806156158447266,-0.001363992691040039,62
3,3,0,37582.098943993406,37588.174670818065,37588.174670818065,37588.174670817505,37588.23498209071,0.144409305343288,0.033558937235511885,0.057,0.01,-6.136038097307129,0.03641772270202637,0.007190704345703125,0.0006008148193359375,0.0010039806365966797,-0.0013720989227294922,69
4,4,0,37586.3071980923,37588.174670818065,37588.174670818065,37588.174670817505,37588.23812076711,0.13696987584262388,0.018506830040963963,0.057,0.01,-1.9309226748144837,0.01786351203918457,0.00719761848449707,0.0006718635559082031,0.0010025501251220703,-0.001428842544555664,78
5,5,0,37587.50888677154,37588.174670818065,37588.174670818065,37588.174670817505,37588.26754401228,0.13555944632389583,0.014233909811832233,0.05985000000000001,0.01,-0.7586572407405171,0.04464983940124512,0.007237434387207031,0.0008647441864013672,0.0010254383087158203,-0.001493215560913086,86
6,6,0,37588.002720456025,37588.174670818065,37588.174670818065,37588.174670817505,37588.27468206,0.13423200517718215,0.011273395137084613,0.05985000000000001,0.01,-0.2719616039778399,0.030374765396118164,0.007254362106323242,0.0007443428039550781,0.001039743423461914,-0.001538991928100586,98
7,7,0,37588.14893846065,37588.174670818065,37588.174670818065,37588.174670817505,37588.283506605214,0.13359563590347534,0.008924367313415862,0.05985000000000001,0.01,-0.1345681445706095,0.04209733009338379,0.007225990295410156,0.0007395744323730469,0.0010573863983154297,-0.0015981197357177734,109
8,8,1,37588.2286106772,37588.2286106772,37588.2286106772,37588.22861067439,37588.28733126086,0.13325794041884365,0.007392268585333184,0.05985000000000001,0.01,-0.058720583658058004,0.023761272430419922,0.007227420806884766,0.0009746551513671875,0.001115560531616211,-0.0016779899597167969,121
9,9,1,37587.31169093598,37588.2286106772,37588.2286106772,37588.22861067439,37588.296924848415,0.07929718521336326,0.0044354697221311475,0.05985000000000001,0.01,-0.9852339124370211,0.07124209403991699,0.0072917938232421875,0.0004258155822753906,0.0011510848999023438,-0.0017514228820800781,122
10,10,2,37588.24103280063,37588.24103280063,37588.24103280063,37588.24103279677,37588.30203764767,0.07913270541757811,0.004272547993561187,0.056857500000000005,0.01,-0.06100484703981702,0.03178071975708008,0.007230997085571289,0.0009732246398925781,0.0011091232299804688,-0.001758575439453125,133
11,11,2,37588.20333393595,37588.24103280063,37588.24103280063,37588.24103279677,37588.29989052515,0.06688355012011016,0.0030273971315044382,0.056857500000000005,0.01,-0.09655658920576005,0.02901935577392578,0.0072078704833984375,0.0006015300750732422,0.0011949539184570312,-0.0018301010131835938,140
12,12,3,37588.25409255098,37588.25409255098,37588.25409255098,37588.254092546245,37588.29751639496,0.0668645918412949,0.0029451125286722845,0.054014625000000004,0.01,-0.04342384398076416,0.01196742057800293,0.007247447967529297,0.0012176036834716797,0.0011632442474365234,-0.0018706321716308594,159
13,13,3,37588.244574861594,37588.25409255098,37588.25409255098,37588.254092546245,37588.2936342575,0.05392881905572722,0.002724540958679333,0.054014625000000004,0.01,-0.04905939590521074,0.013051033020019531,0.0072324275970458984,0.0010993480682373047,0.0012736320495605469,-0.001986980438232422,183
14,14,3,37588.24508776614,37588.25409255098,37588.25409255098,37588.254092546245,37588.29250735098,0.05394013503973838,0.0027216613281183365,0.054014625000000004,0.01,-0.04741958484709062,0.010345935821533203,0.0072154998779296875,0.0009238719940185547,0.0013508796691894531,-0.002135038375854492,202
15,15,3,37588.24612765804,37588.25409255098,37588.25409255098,37588.254092546245,37588.291056884715,0.053939569188514724,0.0027187249649609203,0.054014625000000004,0.01,-0.04492922666793959,0.01084280014038086,0.007225990295410156,0.0007264614105224609,0.001417398452758789,-0.0022513866424560547,214
16,16,3,37588.24662098307,37588.25409255098,37588.25409255098,37588.254092546245,37588.29014668458,0.05393901093339082,0.0027158238442691893,0.054014625000000004,0.01,-0.04352570150893954,0.010701656341552734,0.007222652435302734,0.0007722377777099609,0.001453399658203125,-0.002323150634765625,228
