6,887.88,264.1,492,-492,1.0292,100,1,983,0,0,0,0,0,0,0,0,0,0,0,0,4.0463e-12,4.3351e-13,1.6888e-12,5.0907e-13
73,296.31,-25.851,257,-257,0.95169,100,1,513,0,0,0,0,0,0,0,0,0,0,0,0,1.7764e-12,1.2989e-12,1.3607e-12,1.6653e-12
76,1221.1,146.09,808,-808,0.98387,100,1,1616,0,0,0,0,0,0,0,0,0,0,0,0,9.7476e-13,3.152e-13,5.8151e-13,4.0341e-13
99,142.33,59.817,108,-108,1.0292,100,1,216,0,0,0,0,0,0,0,0,0,0,0,0,5.2244e-12,2.7044e-12,7.9884e-12,2.2936e-12
101,81.251,56.462,75,-75,1.0307,100,1,149,0,0,0,0,0,0,0,0,0,0,0,0,5.6811e-12,4.7373e-12,2.077e-11,2.9277e-12
108,573.9,86.592,560,-560,0.96733,100,1,612,0,0,0,0,0,0,0,0,0,0,0,0,1.0103e-11,6.7067e-13,8.1304e-13,5.9527e-13
114,144.57,63.099,138,-138,1.0516,100,1,275,0,0,0,0,0,0,0,0,0,0,0,0,2.951e-12,2.6624e-12,5.1384e-12,1.914e-12
118,166.2,122.45,134,-134,1.0322,100,1,268,0,0,0,0,0,0,0,0,0,0,0,0,3.7805e-12,2.316e-12,3.3427e-11,1.5007e-12
121,706.88,243.41,480,-480,1.0384,100,1,960,0,0,0,0,0,0,0,0,0,0,0,0,1.5206e-12,5.4451e-13,1.6268e-12,5.3206e-13
125,2305.1,49.256,1263,-1211,1.021,100,1,2422,0,0,0,0,0,0,0,0,0,0,0,0,3.2939e-12,1.6697e-13,3.1711e-13,3.0542e-13
130,588.61,90.347,312,-312,1.0303,100,1,624,0,0,0,0,0,0,0,0,0,0,0,0,1.0877e-11,6.5391e-13,1.7366e-12,9.5661e-13
131,729.15,143.33,390,-390,1.0466,100,1,779,0,0,0,0,0,0,0,0,0,0,0,0,7.7205e-12,5.2788e-13,1.5604e-12,7.2168e-13
