639,1,0.005799,0.010615,0.0075,2441,2441,2441,0,0,1,-30,30,-18.482,-0.80791,18.5,1.5064e-12,1.1628e-12,1.1628e-12,0,0
2771,2,0.002607,0.017462,0.0324,540,540,540,0,0,1,-30,30,11.803,-3.1445,-11.8,-0.6,5.2882e-12,5.288e-12,0,0
2575,3,2.1e-05,0.000125,0.1386,737,737,737,0,0,1,-30,30,255.3,6.9186,-255.29,-23.562,4.3025e-12,4.3063e-12,0,0
875,3,0.000145,0.001877,0.0635,2487,2487,2487,0,0,1,-30,30,-585.49,-123.24,585.92,121.19,1.1992e-12,1.1988e-12,0,0
1710,3,0.000319,0.003234,0.0838,1841,1841,1841,0,0,1,-30,30,-368.89,-92.931,369.27,86.745,1.603e-12,1.6022e-12,0,0
46,3,2.1e-05,0.000125,0.1386,737,737,737,0,0,1,-30,30,700,168.2,-699.91,-184.37,1.8532e-11,1.9365e-11,0,0
1073,4,0.037541,0.10053,0.0011,284,284,284,0,0,1,-30,30,-32.042,5.5337,32.425,-4.6238,1.0181e-11,1.0181e-11,0,0
1533,4,0.090199,0.21139,0.0023,133,133,133,0,0,1,-30,30,-3.2216,-1.8087,3.2331,1.5952,2.1483e-11,2.1482e-11,0,0
1658,4,0.09801,0.26757,0,107,107,107,0,0,1,-30,30,36.851,0.22917,-35.658,3.0287,2.9859e-11,2.9859e-11,0,0
1370,5,0.009383,0.019753,0,1194,1194,1194,0,0,1,-30,30,0.20001,-0.19998,-0.2,0.2,2.3879e-12,2.3879e-12,0,0
1370,6,0.001975,0.004444,0,5369,5369,5369,0,0,1,-30,30,5.6087,-18.98,-5.6,19,5.1647e-13,5.1647e-13,0,0
199,7,0.006163,0.041067,0.0759,446,446,446,0,0,1,-30,30,79.967,-27.765,-79.596,21.429,6.6066e-12,6.5938e-12,0,0
880,7,0.000652,0.004369,0.0081,558,558,558,0,0,1,-30,30,144.12,28.891,-144,-29.029,5.4379e-12,5.4388e-12,0,0
1061,8,0.067019,0.13757,0.0037,193,193,193,0,0,1,-30,30,31.384,-7.8277,-30.734,8.7675,1.519e-11,1.5187e-11,0,0
1223,8,0.032754,0.088939,0.0039,312,312,312,0,0,1,-30,30,18.057,7.716,-17.939,-7.8135,9.184e-12,9.1845e-12,0,0
1223,8,0.030184,0.080096,0.0053,345,345,345,0,0,1,-30,30,20.06,8.34,-19.927,-8.554,8.3054e-12,8.306e-12,0,0
1371,10,0.009733,0.034089,0.0185,944,944,944,0,0,1,-30,30,14.845,1.0634,-14.826,-3.0886,3.0225e-12,3.0226e-12,0,0
147,11,0.000277,0.002015,0.003,288,288,288,0,0,1,-30,30,54.094,-61.198,-54.078,60.97,1.066e-11,1.0654e-11,0,0
387,2571,0.00881,0.033995,0.0607,289,289,289,0,0,1,-30,30,-111.01,14.342,111.98,-17.577,1.1366e-11,1.1397e-11,0,0
437,2571,0.004642,0.019832,0.0354,255,255,255,0,0,1,-30,30,-19.938,-23.15,19.973,19.225,1.1338e-11,1.1312e-11,0,0
955,11,0.008861,0.03506,0.0623,288,288,288,0,0,1,-30,30,19.215,-25.445,-19.149,18.575,1.0021e-11,9.9875e-12,0,0
991,11,0.006993,0.032869,0.0557,255,255,255,0,0,1,-30,30,-75.946,10.45,76.309,-15.15,1.2152e-11,1.2181e-11,0,0
1774,2571,0.002173,0.008731,0.0152,3441,3441,3441,0,0,1,-30,30,-41.069,-12.926,41.104,11.313,8.2004e-13,8.2004e-13,0,0
1817,11,0.00077,0.003121,0.0051,9629,9629,9629,0,0,1,-30,30,-5.9501,8.8812,5.9509,-9.4649,2.6903e-13,2.6903e-13,0,0
