37,9001,6e-05,0.00046,0,9900,63230,63230,1.0082,0,1,-30,30,53.641,-8.7849,-53.639,8.798,2.3622e-13,2.3622e-13,0,0
9001,9005,0.0008,0.00348,0,8215,8215,8215,0,0,1,-30,30,10.208,-23.697,-10.202,23.72,2.6549e-13,2.6549e-13,0,0
9001,9006,0.02439,0.43682,0,68,68,68,0.9668,0,1,-30,30,26.441,10.15,-26.266,-7.0045,4.127e-11,4.0738e-11,0,0
9001,9012,0.03624,0.64898,0,46,46,46,0.9796,0,1,-30,30,16.99,4.7494,-16.886,-2.8878,5.9207e-11,5.8816e-11,0,0
9005,9051,0.01578,0.37486,0,79,79,79,1.0435,0,1,-30,30,36.047,-11.725,-35.81,17.35,3.7994e-11,3.8976e-11,0,0
9005,9052,0.01578,0.37486,0,79,79,79,0.9391,0,1,-30,30,30.23,28.467,-30,-23,4.0277e-11,3.8632e-11,0,0
9005,9053,0.01602,0.38046,0,78,78,78,1.0435,0,1,-30,30,27.926,-8.9881,-27.782,12.407,3.4691e-11,3.5182e-11,0,0
9005,9054,0,0.152,0,193,193,193,1.0435,0,1,-30,30,-84,-25.747,84,38,1.5123e-11,1.5464e-11,0,0
9005,9055,0,0.8,0,37,37,37,1.0435,0,1,-30,30,9.9993e-07,-5.7261,-9.9993e-07,6,6.4696e-11,6.4832e-11,0,0
9006,9007,0.05558,0.24666,0,117,117,117,0,0,1,-30,30,9.4734,2.6064,-9.4211,-2.3743,2.0128e-11,2.0128e-11,0,0
9006,9003,0.11118,0.49332,0,59,59,59,0,0,1,-30,30,8.3961,2.1991,-8.3145,-1.8369,4.0494e-11,4.0494e-11,0,0
9006,9003,0.11118,0.49332,0,59,59,59,0,0,1,-30,30,8.3961,2.1991,-8.3145,-1.8369,4.0494e-11,4.0494e-11,0,0
9012,9002,0.07622,0.43286,0,67,67,67,0,0,1,-30,30,6.5238,0.73797,-6.4917,-0.55561,3.5238e-11,3.5238e-11,0,0
9012,9002,0.07622,0.43286,0,67,67,67,0,0,1,-30,30,6.5238,0.73797,-6.4917,-0.55561,3.5238e-11,3.5238e-11,0,0
9002,9021,0.0537,0.07026,0,332,332,332,0,0,1,-30,30,7.3544,2.5665,-7.3221,-2.5242,7.0476e-12,7.0476e-12,0,0
9021,9023,1.1068,0.95278,0,21,21,21,0,0,1,-30,30,0.95275,0.34939,-0.94131,-0.33954,1.1163e-10,1.1163e-10,0,0
9021,9022,0.44364,2.8152,0,11,11,11,1,0,1,-30,30,1.6193,0.61478,-1.606,-0.53,2.1804e-10,2.1804e-10,0,0
9002,9024,0.50748,3.2202,0,9,9,9,1,0,1,-30,30,1.429,0.54474,-1.4172,-0.47,2.6753e-10,2.6753e-10,0,0
9023,9025,0.66688,3.944,0,8,8,8,1,0,1,-30,30,0.47071,0.1702,-0.46899,-0.16,2.9353e-10,2.9353e-10,0,0
9023,9026,0.6113,3.6152,0,8,8,8,1,0,1,-30,30,0.4706,0.16934,-0.46902,-0.16,2.9353e-10,2.9353e-10,0,0
9007,9071,0.4412,2.9668,0,10,10,10,1,0,1,-30,30,1.0743,0.38859,-1.0686,-0.35,2.3696e-10,2.3696e-10,0,0
9007,9072,0.30792,2.057,0,15,15,15,1,0,1,-30,30,1.0731,0.37651,-1.0691,-0.35,1.5682e-10,1.5682e-10,0,0
9007,9003,0.0558,0.24666,0,116,116,116,0,0,1,-30,30,7.2737,1.6092,-7.2428,-1.4728,2.0245e-11,2.0245e-11,0,0
9003,9031,0.73633,4.6724,0,7,7,7,1,0,1,-30,30,1.9631,0.85707,-1.9289,-0.64,3.6911e-10,3.6911e-10,0,0
9003,9032,0.76978,4.8846,0,6,6,6,1,0,1,-30,30,1.4736,0.60553,-1.4538,-0.48,4.1976e-10,4.1976e-10,0,0
9003,9033,0.75732,4.8056,0,7,7,7,1,0,1,-30,30,2.0155,0.88584,-1.9784,-0.65,3.713e-10,3.713e-10,0,0
9003,9044,0.07378,0.06352,0,302,302,302,0,0,1,-30,30,4.4079,1.5802,-4.3915,-1.5661,7.7455e-12,7.7455e-12,0,0
9044,9004,0.03832,0.02894,0,611,611,611,0,0,1,-30,30,4.3915,1.5661,-4.383,-1.5596,3.8266e-12,3.8266e-12,0,0
9004,9041,0.36614,2.456,0,12,12,12,1,0,1,-30,30,1.0622,0.3821,-1.0575,-0.35,1.9668e-10,1.9668e-10,0,0
9004,9042,1.0593,5.4536,0,6,6,6,1,0,1,-30,30,0.85607,0.32698,-0.84695,-0.28,3.9935e-10,3.9935e-10,0,0
9004,9043,0.1567,1.6994,0,18,18,18,1,0,1,-30,30,1.6047,0.57056,-1.6,-0.52,1.3114e-10,1.3114e-10,0,0
9003,9034,0.13006,1.3912,0,21,21,21,1,0,1,-30,30,1.6366,-1.1515,-1.6313,1.2079,1.124e-10,1.124e-10,0,0
9003,9035,0.54484,3.4572,0,9,9,9,1,0,1,-30,30,1.7631,0.70627,-1.7432,-0.58,2.7214e-10,2.7214e-10,0,0
9003,9036,0.15426,1.6729,0,18,18,18,1,0,1,-30,30,3.0467,1.1808,-3.03,-1,1.3442e-10,1.3442e-10,0,0
9003,9037,0.3849,2.5712,0,12,12,12,1,0,1,-30,30,1.971,0.75602,-1.9537,-0.64,2.012e-10,2.012e-10,0,0
9003,9038,0.4412,2.9668,0,10,10,10,1,0,1,-30,30,2.7461,1.1567,-2.7064,-0.89,2.5698e-10,2.5698e-10,0,0
9012,9121,0.23552,0.99036,0,29,29,29,0,0,1,-30,30,3.8385,1.4119,-3.8,-1.25,8.2247e-11,8.2247e-11,0,0
9053,9533,0,0.75,0,40,40,40,0.9583,0,1,-30,30,1.3015,0.42252,-1.3015,-0.41,5.8536e-11,5.8531e-11,0,0
1,5,0.001,0.006,0,4823,4823,4823,0,0,1,-30,30,68.741,126.15,-68.549,-124.99,4.7405e-13,4.7405e-13,0,0
